ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
Amedeo_Avogadro		NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro		NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro		NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro		NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro		NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Who confirm that he sponsored and helped some Sardinian plotters who were organising a revolution in that island , stopped at the very last moment by the concession of Charles Albert 's statute ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Who confirm that he sponsored and helped some Sardinian plotters who were organising a revolution in that island , stopped at the very last moment by the concession of Charles Albert 's statute ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	He is what?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	He is what?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	The unification of Italy did what?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Was King Victor Emmanuel III there to pay homage to Avogadro ?	yes	NULL	easy	S08_set4_a8
Amedeo_Avogadro	Was King Victor Emmanuel III there to pay homage to Avogadro ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Was King Victor Emmanuel III there to pay homage to Avogadro ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Is Avogadro 's number commonly used to compute the results of chemical reactions ?	yes	NULL	easy	S08_set4_a8
Amedeo_Avogadro	Is Avogadro 's number commonly used to compute the results of chemical reactions ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Is Avogadro 's number commonly used to compute the results of chemical reactions ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Is it approximately 6.0221415 10 23 ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Is it approximately 6.0221415 10 23 ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Did the scientific community not reserve great attention to his theory ?	yes	NULL	easy	S08_set4_a8
Amedeo_Avogadro	Did the scientific community not reserve great attention to his theory ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Did the scientific community not reserve great attention to his theory ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Does it not allow chemists to determine the exact amounts of substances produced in a given reaction ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Does it not allow chemists to determine the exact amounts of substances produced in a given reaction ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Was King Victor Emmanuel III there to pay homage to Avogadro ?	yes	NULL	easy	S08_set4_a8
Amedeo_Avogadro	Was King Victor Emmanuel III there to pay homage to Avogadro ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Was King Victor Emmanuel III there to pay homage to Avogadro ?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Can the title of this famous 1811 paper be roughly translated into english?	yes	NULL	easy	S08_set4_a8
Amedeo_Avogadro	Can the title of this famous 1811 paper be roughly translated into english?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	Can the title of this famous 1811 paper be roughly translated into english?		NULL		S08_set4_a8
Amedeo_Avogadro	What happened in french?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	What happened in french?		NULL	hard	S08_set4_a8
Amedeo_Avogadro	What happened in 1833?	Avogadro had been recalled to Turin university	NULL	medium	S08_set4_a8
Amedeo_Avogadro	What happened in 1833?	NULL	NULL	NULL	S08_set4_a8
Amedeo_Avogadro	What happened in 1833?	blah blah blah	NULL	hard	S08_set4_a8
Anders_Celsius	Who determined the dependence of the boiling of water with atmospheric pressure?	Anders Celsius	NULL	medium	S08_set4_a5
Anders_Celsius	What is named after him?	The Celsius crater on the Moon	NULL	medium	S08_set4_a5
Anders_Celsius	When did he publish a collection?	1733	NULL	easy	S08_set4_a5
Anders_Celsius	Is it true that he published a collection in 1738?	No	NULL	easy	S08_set4_a5
Anders_Celsius	Is it true that thermometer had 100 for the freezing point?	Yes	NULL	easy	S08_set4_a5
Anders_Celsius	Was Celsius born in Uppsala in Sweden?	Yes	NULL	easy	S08_set4_a5
Anders_Celsius	Was Anders Celsius (November 27, 1701 April 25, 1744) a Swedish astronomer?	Yes	NULL	easy	S08_set4_a5
Anders_Celsius	Is The Celsius crater on the Moon named after him?	Yes	NULL	easy	S08_set4_a5
Anders_Celsius	Who was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ?	Anders Celsius	NULL	medium	S08_set4_a5
Anders_Celsius	The Celsius crater on the Moon is what?	named after him	NULL	medium	S08_set4_a5
Anders_Celsius	Is the Celsius crater on the Moon named after him ?	Yes	NULL	easy	S08_set4_a5
Anders_Celsius	Had his thermometer 100 for the freezing point of water and 0 for the boiling point ?	Yes it had	NULL	easy	S08_set4_a5
Anders_Celsius	Was Celsius born in Uppsala in Sweden ?	Yes	NULL	easy	S08_set4_a5
Anders_Celsius	Is the Celsius crater on the Moon named after him ?	Yes	NULL	easy	S08_set4_a5
Anders_Celsius	Did he not determine the dependence of the boiling of water with atmospheric pressure -LRB- in excellent agreement with modern data -RRB- ?	Yes he did	NULL	easy	S08_set4_a5
Anders_Celsius	What happened from 1730 to 1744?	He was professor of astronomy at Uppsala University	NULL	easy	S08_set4_a5
Anders_Celsius	What happened in 1745?	The scale was reversed	NULL	medium	S08_set4_a5
Calvin_Coolidge	Was Calvin Coolidge the twenty-ninth vice president?	no	easy	easy	S08_set3_a9
Calvin_Coolidge	Was Calvin Coolidge the twenty-ninth vice president?	Yes	easy	easy	S08_set3_a9
Calvin_Coolidge	Was Calvin Coolidge born in Plymouth, Windsor County, Vermont?	yes	easy	easy	S08_set3_a9
Calvin_Coolidge	Was Calvin Coolidge born in Plymouth, Windsor County, Vermont?	Yes	easy	easy	S08_set3_a9
Calvin_Coolidge	Did Coolidge graduate from Black River Academy?	yes	easy	easy	S08_set3_a9
Calvin_Coolidge	Did Coolidge graduate from Black River Academy?	Yes	easy	easy	S08_set3_a9
Calvin_Coolidge	When did he drop John from his name?	upon graduating from college	medium	medium	S08_set3_a9
Calvin_Coolidge	When did he drop John from his name?	Upon graduating from college	medium	medium	S08_set3_a9
Calvin_Coolidge	When did Coolidge meet and marry Grace Anna Goodhue?	1905	medium	medium	S08_set3_a9
Calvin_Coolidge	When did Coolidge meet and marry Grace Anna Goodhue?	In 1905	medium	medium	S08_set3_a9
Calvin_Coolidge	What period of rapid economic growth did the United States experience during Coolidge's presidency?	the Roaring Twenties	medium	medium	S08_set3_a9
Calvin_Coolidge	What period of rapid economic growth did the United States experience during Coolidge's presidency?	the "Roaring Twenties"	medium	medium	S08_set3_a9
Calvin_Coolidge	What did Coolidge do after graduating from Amherst?	Coolidge moved to Northampton, MassachuS08_setts	hard	medium	S08_set3_a9
Calvin_Coolidge	What did Coolidge do after graduating from Amherst?	Coolidge moved to Northampton, MassachuS08_setts to take up the practice of law	hard	medium	S08_set3_a9
Calvin_Coolidge	Of what state was Coolidge governor?	MassachuS08_setts	hard	medium	S08_set3_a9
Calvin_Coolidge	Who appointed Harlan Fiske Stone to the Supreme Court?	Coolidge	hard	medium	S08_set3_a9
Calvin_Coolidge	Who appointed Harlan Fiske Stone to the Supreme Court?	Coolidge	hard	hard	S08_set3_a9
Calvin_Coolidge	Was Coolidge the thirteenth President of the United States?	No	easy	easy	S08_set3_a9
Calvin_Coolidge	Was Coolidge the thirteenth President of the United States?	Yes	easy	easy	S08_set3_a9
Calvin_Coolidge	Was Calvin Coolidge Republican?	Yes	easy	easy	S08_set3_a9
Calvin_Coolidge	Was Calvin Coolidge Republican?	Yes	easy	easy	S08_set3_a9
Calvin_Coolidge	Was Calvin Coolidge a governor of MassachuS08_setts?	Yes	easy	medium	S08_set3_a9
Calvin_Coolidge	Was Calvin Coolidge a governor of MassachuS08_setts?	Yes	easy	medium	S08_set3_a9
Calvin_Coolidge	When was Coolidge born?	July 4 1872	medium	medium	S08_set3_a9
Calvin_Coolidge	When was Coolidge born?	Plymouth, Windsor County, Vermont	medium	easy	S08_set3_a9
Calvin_Coolidge	Where did Coolidge's grandfather had government offices?	Plymouth	medium	medium	S08_set3_a9
Calvin_Coolidge	Where did Coolidge's grandfather had government offices?	The town of Plymouth Notch	medium	hard	S08_set3_a9
Calvin_Coolidge	Which state were Coolidge born in?	Plymouth, Windsor County, Vermont	medium	medium	S08_set3_a9
Calvin_Coolidge	Which state were Coolidge born in?	Vermont	medium	medium	S08_set3_a9
Calvin_Coolidge	Is Calvin Jr. older than John Coolidge?	No	hard	hard	S08_set3_a9
Calvin_Coolidge	Is Calvin Jr. older than John Coolidge?	No	hard	hard	S08_set3_a9
Calvin_Coolidge	Did Coolidge get in Amherst College?	Yes	hard	medium	S08_set3_a9
Calvin_Coolidge	Did Coolidge get in Amherst College?	Yes	hard	hard	S08_set3_a9
Calvin_Coolidge	What caused Calvin Jr.'s death?	heart attack	hard	hard	S08_set3_a9
Calvin_Coolidge	What caused Calvin Jr.'s death?	Heart attack	hard	easy	S08_set3_a9
Calvin_Coolidge	Was John Calvin Coolidge Jr. was born in Las Vegas?	No	easy	easy	S08_set3_a9
Calvin_Coolidge	Was John Calvin Coolidge Jr. was born in Las Vegas?	no	easy	easy	S08_set3_a9
Calvin_Coolidge	Was Coolidge opposed in the Republican nomination for Governor of MassachuS08_setts in 1918?	Yes	easy	medium	S08_set3_a9
Calvin_Coolidge	Was Coolidge opposed in the Republican nomination for Governor of MassachuS08_setts in 1918?	no	easy	hard	S08_set3_a9
Calvin_Coolidge	Did Coolidge meet and marry Grace Anna Goodhue?	Yes	easy	easy	S08_set3_a9
Calvin_Coolidge	Did Coolidge meet and marry Grace Anna Goodhue?	yes	easy	easy	S08_set3_a9
Calvin_Coolidge	What year did Coolidge open his own law office?	1898	medium	medium	S08_set3_a9
Calvin_Coolidge	What year did Coolidge open his own law office?	1898	medium	easy	S08_set3_a9
Calvin_Coolidge	What fraternity was Coolidge a member of?	Phi Gamma Delta	medium	medium	S08_set3_a9
Calvin_Coolidge	What fraternity was Coolidge a member of?	phi gamma delta	medium	medium	S08_set3_a9
Calvin_Coolidge	In 1905 Coolidge met and married whom?	Grace Anna Goodhue	medium	medium	S08_set3_a9
Calvin_Coolidge	In 1905 Coolidge met and married whom?	Grace Anna Goodhue	medium	medium	S08_set3_a9
Calvin_Coolidge	Why did Coolidge not attend law school?	It was too expensive	hard	hard	S08_set3_a9
Calvin_Coolidge	Why did Coolidge not attend law school?	cost	hard	too hard	S08_set3_a9
Calvin_Coolidge	Have there been other US presidents that have visited Cuba?	No	hard	medium	S08_set3_a9
Calvin_Coolidge	Have there been other US presidents that have visited Cuba?	no	hard	medium	S08_set3_a9
Calvin_Coolidge	What years were Coolidge's two sons born in?	1906 and 1908	hard	medium	S08_set3_a9
Calvin_Coolidge	What years were Coolidge's two sons born in?	1906 and 1908	hard	medium	S08_set3_a9
Calvin_Coolidge	What thrust him into the national spotlight?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	What to be born on the fourth of July?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Who was the elder of two children of John Calvin Sr and Victoria Coolidge?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Who or what placed as high as sixth in the voting?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Is it true that he appointed stone to the supreme court?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	What do well - received and he have in common?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	What did Coolidge address in 1924?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Was Coolidge more outspoken?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Was Coolidge admitted to the bar?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	What emigrated from Cambridge?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	What graduated from Black?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	What Retrieved on May?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	He later what?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	They were what?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	The Republicans retained what?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge		NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge		NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Was 364 Stone later appointed Chief Justice by President Franklin D. Roosevelt ?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Did Coolidge not publish his autobiography in 1929 and write a syndicated newspaper column , `` Calvin Coolidge Says , '' from 1930 -- 1931 ?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Were the more well-known Coolidges , such as architect Charles Allerton Coolidge , and diplomat Archibald Cary Coolidge , descended from other branches of the family that had stayed in MassachuS08_setts ?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	Is the genius of the average the most convincing proof of $ his strength?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	What happened from tuberculosis?	NULL	NULL	NULL	S08_set3_a9
Calvin_Coolidge	What happened from black river academy , vermont?	NULL	NULL	NULL	S08_set3_a9
Canada	Did France cede nearly all of its colonies in Europe in 1763?	Yes.	easy	easy	S08_set2_a8
Canada	Did France cede nearly all of its colonies in Europe in 1763?	yes	easy	easy	S08_set2_a8
Canada	Did France cede nearly all of its colonies in Europe in 1763?	NULL	easy	NULL	S08_set2_a8
Canada	Is Canada a member of the OECD?	Yes.	easy	easy	S08_set2_a8
Canada	Is Canada a member of the OECD?	yes	easy	easy	S08_set2_a8
Canada	Is Canada a member of the OECD?	NULL	easy	NULL	S08_set2_a8
Canada	Is Canada's official language Zulu?	No.	easy	easy	S08_set2_a8
Canada	Is Canada's official language Zulu?	no	easy	easy	S08_set2_a8
Canada	Is Canada's official language Zulu?	NULL	easy	NULL	S08_set2_a8
Canada	What is one significant non-official language?	Chinese.	medium	medium	S08_set2_a8
Canada	What is one significant non-official language?	Chinese	medium	medium	S08_set2_a8
Canada	What is one significant non-official language?	NULL	medium	NULL	S08_set2_a8
Canada	In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?	Quebec City	medium	medium	S08_set2_a8
Canada	In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?	NULL	medium	NULL	S08_set2_a8
Canada	What was the Consitution Act formerly called?	The British North America Act.	medium	hard	S08_set2_a8
Canada	What was the Consitution Act formerly called?	British North America Act	medium	medium	S08_set2_a8
Canada	What was the Consitution Act formerly called?	NULL	medium	NULL	S08_set2_a8
Canada	Which countries established colonies in Canada?	France and Britain.	hard	hard	S08_set2_a8
Canada	Which countries established colonies in Canada?	Fance and Britain	hard	hard	S08_set2_a8
Canada	Which countries established colonies in Canada?	NULL	hard	NULL	S08_set2_a8
Canada	How has Canada helped UN peacekeeping efforts?	During the Suez Crisis of 1956, Lester B. Pearson eased tensions by proposing the inception of the United Nations Peacekeeping Force. Canada has since served in 50 peacekeeping missions, including every UN peacekeeping effort until 1989	hard	medium	S08_set2_a8
Canada	How has Canada helped UN peacekeeping efforts?	Canada has played a leading role in UN peacekeeping efforts. During the Suez Crisis of 1956, Lester B. Pearson eased tensions by proposing the inception of the United Nations Peacekeeping Force. Canada has since served in 50 peacekeeping missions, including every UN peacekeeping effort until 1989	hard	hard	S08_set2_a8
Canada	How has Canada helped UN peacekeeping efforts?	NULL	hard	NULL	S08_set2_a8
Canada	What percentage of the population don't speak English or French at home?	28%	hard	too hard	S08_set2_a8
Canada	What percentage of the population don't speak English or French at home?	1.5%	hard	hard	S08_set2_a8
Canada	What percentage of the population don't speak English or French at home?	NULL	hard	NULL	S08_set2_a8
Canada	Is Canada bilingual?	Yes.	easy	easy	S08_set2_a8
Canada	Is Canada bilingual?	Yes, it is.	easy	easy	S08_set2_a8
Canada	Did Canadian soldiers win the Battle of Vimy Ridge in 1917?	Yes	easy	easy	S08_set2_a8
Canada	Did Canadian soldiers win the Battle of Vimy Ridge in 1917?	No, it did not.	easy	hard	S08_set2_a8
Canada	Is an official language of Canada German?	No.	easy	easy	S08_set2_a8
Canada	Is an official language of Canada German?	No, it is not.	easy	easy	S08_set2_a8
Canada	How many provinces and territories does Canada have?	A federation now comprising ten provinces and three territories	medium	medium	S08_set2_a8
Canada	How many provinces and territories does Canada have?	Ten provinces and three territories	medium	medium	S08_set2_a8
Canada	What is Canada's national unemployment rate?	While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. 	medium	medium	S08_set2_a8
Canada	What is Canada's national unemployment rate?	In October 2007, Canada's national unemployment rate is 5.9%.	medium	medium	S08_set2_a8
